No.;Time;Comment;Scramble;Date;P.1
1;16.16;;F2 D2 U2 F L2 F U2 B2 F D2 F' L U' B2 R2 D' B L' R D;2026-05-23 16:04:03;16.16
2;13.09;;D B' L' D2 L U2 R B2 D2 L2 R' U2 B L' F D2 L2 F' L2;2026-05-23 16:04:32;13.09
3;14.73;;U L2 U' B2 R2 F2 R2 U' B2 L2 D F D L2 B' L R F U B;2026-05-23 16:05:24;14.73
4;15.24;;U2 L' F2 R2 B2 U' R2 D' F2 D2 U' R2 U2 R' F2 D2 L' B D' L;2026-05-23 16:05:50;15.24
5;13.03;;B2 U' L2 U' B2 U' B2 R2 B2 F2 R' D B D L2 D2 B D2 B';2026-05-23 16:06:17;13.03
6;12.94;;D2 B2 U' L2 D B2 R2 F2 R2 D R' D2 L D2 U B' L U' L D;2026-05-23 16:06:51;12.94
7;17.05;;D' B' U' B2 D2 R F U2 F2 R2 U2 F2 L2 U R2 L2 F2 B2 U' L D2;2026-05-23 16:08:52;17.05
8;15.74;;D2 B L2 F' D2 B' R2 U2 F D2 F L D L2 R' F' L F L U' B2;2026-05-23 16:09:23;15.74
9;12.92;;L' R2 D L2 D R2 D' R2 U2 F2 R2 B' D' U' L B R2 U2 L2 D2;2026-05-23 16:09:50;12.92
10;18.42;;L' U2 F2 R' F2 U2 F2 D2 L' F2 D F L' R B' U F2 R' B2 U;2026-05-23 16:10:18;18.42
11;13.92;;L2 F2 L2 B2 U2 F2 U B2 L2 R2 U' F' D F' D' R D B L2 U2 B;2026-05-23 16:10:47;13.92
12;13.64;;L2 B R2 D2 R2 F2 U2 B D2 L2 R2 D' B' U2 F D2 U' L D2 R';2026-05-23 16:11:13;13.64
13;15.24;;U' D F U2 D L B2 L U' L B2 D2 R2 U2 R' D2 R' U2 F2 B2 L;2026-05-23 16:11:37;15.24
14;19.28;;D F2 R' U2 B2 F2 L2 F2 L B2 D2 R' B2 D' L2 F2 R' F' U L2;2026-05-23 16:12:45;19.28
15;15.70;;B2 L B R L' D F' R2 D R2 B2 D R2 L2 U D F' L';2026-05-23 16:13:15;15.70
16;14.71;;D2 L2 B' R2 F' R2 F' R2 F2 L2 R' U' L' B U' B' R' D2;2026-05-23 16:13:40;14.71
17;15.63;;U2 L' F2 R2 U2 B2 U2 F2 L' U2 R' B F D F2 L B2 U' B2 L;2026-05-23 16:14:47;15.63
18;14.37;;B' U2 F' R2 D2 R2 D2 B2 R2 B R2 B L' D F U' B2 L' R F;2026-05-23 16:15:30;14.37
19;14.72;;B R2 F U L2 D' F2 L F' U2 R2 B2 U2 R' F2 U2 R L' D2;2026-05-23 16:15:56;14.72
20;14.76;;L2 B2 R' F' L D' R' U' F' L2 B' L2 F' R2 B U2 R2 F' U2 R';2026-05-23 16:16:24;14.76
21;15.51;;F2 R2 F2 D2 B2 U L2 D2 L2 U2 R' B D2 L B2 F' D' U2 R F;2026-05-23 16:17:14;15.51
22;16.44;;U F' U2 F2 U R2 F2 R U2 F2 L2 F2 D2 F D2 L2 D2 R2 F2 R;2026-05-25 13:42:18;16.44
23;14.27;;B2 U2 L' D F B L2 D L' U2 B' R2 D2 L2 U2 R2 F2 D2 F;2026-05-25 13:42:51;14.27
24;11.42;;B' U F2 D2 B2 R2 F2 L2 D L2 D' B' D2 F' R D' U R' U';2026-05-25 13:43:18;11.42
25;12.66;;L D' L2 D2 R2 B2 R F2 D2 R2 D2 R D' B2 R' D' B L F;2026-05-25 13:43:44;12.66
26;16.38;;F2 U' R' D2 B D R L' U2 B2 D' B2 D' B2 D' F2 R2 L2 D2 R;2026-05-25 13:44:10;16.38
27;17.66;;B2 F2 D' L2 U F2 U2 L2 B2 L2 U' R' B' F R2 U' R' B F' R2 U;2026-05-25 13:44:40;17.66
28;17.13;;R' U R F R' B L B R' F2 R2 F2 U R2 F2 U F2 B2 U R2;2026-05-25 13:45:12;17.13
29;17.20;;U' B2 D' U2 B2 D2 U' B2 L2 F2 R B R2 F R2 F2 L D2 F2 R;2026-05-25 13:45:47;17.20
30;12.09;;R' F' U2 R L B U' F2 U2 L2 D F2 B2 D F2 L2 D' R F2;2026-05-25 13:46:16;12.09
31;12.58;;R U2 F R2 B2 D2 F' R2 F' L2 U2 F' U2 D F' D U B' L D B2;2026-05-25 13:46:39;12.58
32;14.32;;F R' L2 B R2 F2 R2 B2 U2 B' L2 U2 F' L B D U' F L' D';2026-05-25 13:47:05;14.32
33;11.73;;U D B' L2 D2 F' L' U2 F' D' B2 D' B2 R2 F2 R2 D' B2 L2 F2;2026-05-25 13:47:45;11.73
34;14.79;;U2 L' B' F2 U' F2 U B2 D2 R2 U' B2 U' F2 R' B U R2 B2 D2 F;2026-05-25 13:48:19;14.79
35;14.19;;B2 D R2 D2 L2 D' R2 D' B2 R2 U R B F U' L D2 B' F R' D';2026-05-25 13:48:45;14.19
36;11.74;;U' B2 D2 F2 U' R2 U2 F2 R2 U2 L F' D' U' F2 R U2 B F2 D';2026-05-25 13:49:11;11.74
37;13.57;;U B2 L B2 R' F2 L B2 R2 F2 L F D R' D2 L' U2 F D;2026-05-25 13:49:34;13.57
38;14.49;;D2 B2 L2 U2 F2 U B2 D B2 L2 U R' D' B R' D2 F' L2 R F2 U2;2026-05-25 13:49:58;14.49
39;13.69;;L2 U2 F2 D2 R U2 R B2 U2 R D2 U2 B' D F' D2 F2 L' D R D;2026-05-25 13:50:23;13.69
40;16.82;;F2 U' F2 L2 R2 D B2 U F2 R2 F' L U' B F D2 L R2 B;2026-05-25 13:50:49;16.82
41;16.25;;U2 B2 R U L2 F2 R2 B2 F2 U R2 F2 U2 R2 L U B L' F' D2 U2;2026-05-25 13:51:22;16.25
42;13.19;;L F B2 D F R F' L U R' D2 R B2 U2 L2 B2 R F2 D2;2026-05-25 13:55:04;13.19
43;17.56;;D2 R2 B2 U' L2 R2 U' B2 U B2 D2 B2 L U2 R B F2 L' U2 B' D2;2026-05-25 13:55:33;17.56
44;11.49;;B' R' B' L2 F' L D' B R2 L2 F D2 F2 U2 B D2 F U2 F' L B2;2026-05-25 13:56:04;11.49
45;15.10;;F' D2 R2 U2 F2 D2 F R2 D2 F D2 U' R2 D' L B D2 R2 D' F2 R';2026-05-25 13:56:27;15.10
46;16.35;;U2 R B D2 B L2 B D2 F2 R2 U2 F L2 B U L2 B' F2 L' F2 D';2026-05-25 13:56:55;16.35
47;11.65;;F2 U' F2 L D R2 L2 B R' D2 R F2 U2 R B2 R' F2 R2 U2 L';2026-05-25 13:57:32;11.65
48;13.45;;R' B' L2 D2 F2 D B2 R D' F2 D2 B' U2 B2 R2 D2 L2 B D2 F2;2026-05-25 13:57:57;13.45
49;13.02;;B' D B2 L B2 U2 B2 F2 R U2 R U2 R' D' U2 B' U2 F R' B2;2026-05-25 13:58:29;13.02
50;13.57;;R2 B U R U2 B' U R2 L2 F2 U2 F' U2 R2 U2 F2 U2 D2 R B';2026-05-25 13:58:57;13.57
51;12.75;;L' U2 B2 R2 B' R2 B' L2 B' F L U' F D' R' U2 F L' D2;2026-05-25 13:59:24;12.75
52;16.21;;R' F2 L F2 R B2 R D2 L F2 R U' L' U L2 D F' D2 R F2;2026-05-25 13:59:48;16.21
53;17.79;;U L2 B2 F2 D' L2 U L2 D2 F2 U' B' L R F' R2 D' U B D U;2026-05-25 14:00:19;17.79
54;12.76;;U' B2 D F2 D2 R2 U B2 L2 U' L2 F2 L' F U' B' D L' U2 L2 U2;2026-05-25 14:00:52;12.76
55;12.57;;L B2 L2 D2 R B2 L B2 U2 L B2 F' L2 D' R D' B' U' B' F;2026-05-25 19:51:42;12.57
56;14.11;;B' D2 U2 R2 F' D2 B D2 F2 U2 L F2 R B' R' D' F' U L' B;2026-05-25 19:53:07;14.11
57;13.12;;F R U' F' B D L' F' D2 R2 B2 L2 D' R2 D' R2 L2 D' B2 L;2026-05-25 19:53:37;13.12
58;15.08;;B U2 B' D2 B' F' R2 B R2 U2 F U2 L D R F D2 R' D U' B;2026-05-25 19:55:03;15.08
59;11.83;;U R D' L2 D' R2 D2 R2 B2 L2 U F2 U2 L' U F L U2 L U B;2026-05-25 19:55:31;11.83
60;13.86;;F' L' D2 L U2 F' R2 D' L' R2 U2 L2 D2 F B2 U2 F' R2 D2 F;2026-05-25 19:55:59;13.86
61;11.89;;L D F L2 F L2 D2 B2 L2 D2 U2 F U2 B D U2 F' R B2 D2;2026-05-25 19:56:23;11.89
62;18.87;;B R U2 R' F2 L U2 R D2 B2 R F2 U R2 F' D' R' U2 B L;2026-05-25 19:56:48;18.87
63;15.32;;R2 F' D2 B' L2 F' R2 B' R2 F' L' F' R U R B' L' D B2 F;2026-05-25 19:57:25;15.32
64;12.49;;B F2 L2 D2 F2 R' B2 R2 D2 U2 F2 R U L2 B F' R D R' U2;2026-05-25 19:57:55;12.49
65;13.51;;B' L2 D2 B F2 U2 F L2 D R' B U2 L2 B2 U2 R' F';2026-05-25 19:58:19;13.51
66;13.70;;L F' D' L2 D2 R2 F2 L2 B2 D2 R2 F' R2 F L B' L2 U' L D U';2026-05-25 19:58:48;13.70
67;19.97;;R' U2 F' R2 U2 B2 U2 B' D2 U2 F R2 F U' B D U2 F D' R B';2026-05-25 19:59:15;19.97
68;12.84;;D B2 L U D2 R' F L' U' F' U2 B L2 F' R2 F2 D2 R2 B;2026-05-25 20:06:08;12.84
69;14.69;;D' L' D2 L B2 U2 L' U2 L B2 R2 U F' L' F' D2 R D B F';2026-05-25 20:06:35;14.69
70;12.23;;B F2 L2 B2 L2 U B2 D' F2 L2 U' F R' B' L2 U' B' L2 D2 F2;2026-05-25 20:07:05;12.23
71;14.49;;L D' F' L2 U L2 R2 B2 D U' F2 R2 U' F' L' D F D2 B L2;2026-05-25 20:07:30;14.49
72;16.03;;D' F R' F2 L2 U2 F2 L' F2 U2 R2 F2 U2 D' L2 F' L B F' U';2026-05-25 20:07:58;16.03
73;15.29;;R2 B' D' B2 D L2 B2 D2 R2 B2 U' B2 R2 U R F D2 F D U2 R2;2026-05-25 20:08:30;15.29
74;16.03;;R2 F L2 R2 F2 D2 L2 F U2 R2 F D2 L' F D L U F' L2 U' F;2026-05-25 20:08:58;16.03
75;14.21;;F D2 B2 R' U2 F2 D F' U2 R2 D2 R2 D2 L' B2 R' U2 L;2026-05-25 20:09:26;14.21
76;18.09;;D2 L' D2 L2 U2 F2 D' B2 R2 U' B2 D' B2 F' U R B' R2 D' L D';2026-05-25 20:09:52;18.09
77;14.39;;D U2 R' D2 L2 R B2 L2 B2 D2 L F2 R' B' U' B D' B R2 U F2;2026-05-25 20:10:21;14.39
78;12.16;;L B2 U2 L' B2 D2 L2 R F2 U' B' F2 D2 R' F' R U F2;2026-05-25 20:10:47;12.16
79;15.26;;B2 R D R L2 B L' U2 L2 F2 U R2 B2 R2 D' F2 R2 U2 R2 F D;2026-05-25 20:11:14;15.26
80;10.64;;U' F2 U L2 B2 D2 U' B2 F2 L2 B2 L F' U2 F2 D L B' R' B2 R';2026-05-25 20:11:39;10.64
81;12.02;;D2 R2 U2 L2 B U2 B2 D2 L2 U2 F L U R2 D' R2 F' R2 D2 R;2026-05-25 20:12:02;12.02
82;15.33;;U2 B2 D' L2 U' L2 F2 D B2 F2 U2 B' D' L' U B' D B2 R B2 U2;2026-05-25 20:12:27;15.33
83;12.18;;F' D' R L2 B2 U2 F2 U R2 D U2 R2 B2 U R F L' D' L R2 B2;2026-05-25 20:13:30;12.18
84;13.33;;F L2 D' R2 F2 D2 L2 F2 R2 U' B2 U' R' B R2 F' L2 U' L' B D;2026-05-25 20:14:11;13.33
85;15.15;;L2 F2 L2 F2 D B2 R2 U L2 D' L U2 B' D2 U2 L' R2 B F';2026-05-25 20:15:16;15.15
86;16.26;;B2 L2 D2 R' F2 L F2 R' U2 F2 R D' L' R F' L2 D2 F D2 R';2026-05-25 20:15:44;16.26
87;13.74;;F2 D L2 F' D2 R' U L' B L2 U2 L' F2 B2 L' F2 D2 L F2 D2 L2;2026-05-25 20:17:23;13.74
88;13.60;;L2 R2 B L2 R2 B L2 B2 R2 F' U L D2 B2 F2 L B' U B2 U;2026-05-25 20:17:49;13.60
89;13.91;;F2 R' F2 D2 B2 U2 R F2 U2 L U' F' L' D L R B2 U' R';2026-05-25 20:18:15;13.91
90;12.54;;L2 F B U' F' R L2 D R B2 U B2 U2 B2 D F2 D' R2 F2 D F2;2026-05-25 20:18:41;12.54
91;16.45;;F' U B2 U2 L2 F2 D2 L F2 L B2 L' D2 B' L2 R2 F D' L' F;2026-05-25 20:19:05;16.45
92;17.50;;F2 D2 U2 L2 R D2 L2 R' F2 U2 B2 R' D L' B R2 F R' D' L' U';2026-05-25 20:19:35;17.50
93;15.37;;F2 D' B2 R2 B2 U2 R2 D U2 R2 B' U' B2 U L' U2 R F2 R2;2026-05-25 20:20:29;15.37
94;13.48;;R F B2 D L2 U B2 U2 R2 B2 F2 U' R2 U2 L' B' L' F2 L2 D' R;2026-05-25 20:21:06;13.48
95;12.72;;F' U2 B2 R2 F2 R2 D2 L2 B' U2 F2 U B2 R' U2 L U B' R' D';2026-05-25 20:21:33;12.72
96;16.46;;U2 B' D2 B F L2 D2 F' U2 F D2 F U' L R' B' R2 U2 R' D';2026-05-25 20:21:58;16.46
97;12.12;;R' U' L2 F2 D R2 U' B2 L2 U' L2 D B' R2 B2 D R' B U' L2;2026-05-25 20:22:26;12.12
98;8.91;;B2 R2 D2 L2 R2 B R2 B D2 F' R2 L D' L' D2 F2 U B' D2;2026-05-25 20:22:54;8.91
99;14.65;;B' R' F2 R2 U2 B F2 L2 F D2 U2 B D2 F' L' U' B' L D' U B2;2026-05-25 20:24:09;14.65
100;14.62;;R2 U B2 U B2 L2 U' F2 D' R2 U F D2 R B L' B D2 U2 B2;2026-05-25 20:24:40;14.62
101;20.54;;U' F' L2 D R' F' U' L' D2 F' D2 F R2 D2 B D2 R2 U2 B2 U';2026-05-25 20:25:09;20.54
102;15.19;;D2 B' U R2 D2 F2 R2 U2 B2 U' L2 R2 F L D R D' U' L2 B2;2026-05-25 20:25:56;15.19
103;15.38;;R' B' R L2 U F' D2 R' U F' U2 R2 U2 R2 F2 U2 F D2 B' R2 U2;2026-05-25 20:26:27;15.38
104;15.69;;F D2 L U L B D F2 R' B D2 B L2 F U2 B2 D2 R2 F' U2;2026-05-26 16:31:26;15.69
105;13.09;;F B2 U' F2 D2 R2 U B2 L2 U' B2 F2 R2 L' F2 L2 F' D L' D2 R;2026-05-26 16:31:54;13.09
106;11.40;;D' U2 B D2 L2 B2 L2 R2 U2 F' L2 B D L U2 L2 F L' D U';2026-05-26 16:32:20;11.40
107;15.34;;R2 D F2 L2 D' U2 R2 B2 U2 F2 R D' F' L D' L U' F2 L F;2026-05-26 16:32:42;15.34
108;13.17;;F2 D' B2 F2 U L2 D' U R2 D2 B L F D U' B2 L B';2026-05-26 16:33:13;13.17
109;14.44;;F L2 R2 B R2 B D2 B2 U2 L2 B2 R' F U' B' D' F L D2 U';2026-05-26 16:33:54;14.44
110;14.20;;L' U' B2 U L2 R2 D B2 U L2 R2 B2 F R U' B' R' F' D' B';2026-05-26 16:34:21;14.20
111;15.11;;R' F L' U2 R2 D' B2 D R2 B2 R2 D L2 D2 L' B' U' R' F2 L U2;2026-05-26 16:35:16;15.11
112;13.74;;F R2 U2 L2 F2 U' B2 U2 R2 U F2 U B2 F L' B2 R' D U' F D';2026-05-26 16:35:43;13.74
113;10.74;;L' D' B2 F2 D2 F2 D' B2 L2 B2 L2 F2 U' L' U' B' R U' R2 B U2;2026-05-26 16:36:08;10.74
114;15.40;;R' B2 L F2 L B2 U2 R' B2 R' B2 L B' D R2 D' U R' F2 D' B;2026-05-26 16:36:29;15.40
115;11.18;;D2 F' R L' U' B' L U D' L2 F2 D2 R B2 R U2 L' F2 R' U2 B2;2026-05-26 16:37:05;11.18
116;13.36;;F L U L B2 L' F' B2 D B2 R2 U2 R U2 L2 B2 L F2 R' D2;2026-05-26 16:37:28;13.36
117;16.40;;U2 D R' L' U D2 F' B' R' L2 D' B2 L2 U2 L2 D' F2 D' F2 R2 L';2026-05-26 16:38:01;16.40
118;17.16;;R' B2 R2 F U2 B' U2 L2 U2 L2 B F R F' U' B2 L B L;2026-05-26 16:38:27;17.16
119;14.95;;B2 R B2 R' B2 L' B2 L U2 R' B2 R' B' L' D L2 R2 U2 B' L' U';2026-05-26 16:38:56;14.95
120;10.95;;D2 R2 F2 R' B2 U2 L D2 L U2 L2 R' B' D' R2 B U R' F' R;2026-05-26 16:39:25;10.95
121;17.13;;R' L2 F2 L2 D2 B2 D2 U F2 R2 U B2 L D U L' B L2 F R' U';2026-05-26 16:39:49;17.13
122;12.75;;B2 D2 L D2 R B2 L' U2 R U2 L' F2 B R D2 B2 D L' B U' L';2026-05-26 16:40:19;12.75
123;14.32;;F' B R L2 D R' U L2 D2 R2 F L2 B R2 F D2 R2 L2 F R F';2026-05-26 16:40:42;14.32
124;14.12;;D R' F D' B' U' B U' R F2 L2 U2 B2 U2 R B2 U' D2;2026-05-26 16:41:07;14.12
125;11.76;;U2 B2 D' F2 L2 F2 L2 F2 U2 B U' L R' B L' U F' R' F2;2026-05-26 16:41:31;11.76
126;14.41;;R2 F R2 F2 L' B2 R2 D2 B2 F2 L R2 B' R2 U L F L D L';2026-05-26 16:41:55;14.41
127;13.53;;D' L U R2 U' F2 L2 U R2 D2 L2 F2 U2 L' F U' B L' B U;2026-05-26 16:42:21;13.53
128;12.95;;R2 U F2 U R2 F2 R2 D' U2 L2 D2 F' D' F2 D L2 R2 F R' U' L';2026-05-26 16:45:56;12.95
129;17.42;;U F' R' F L2 D2 B2 F L2 F U2 B U2 L2 R B' U F' R2 U2 B2;2026-05-26 16:46:29;17.42
130;12.22;;F2 D2 U L2 F2 L2 B2 D2 F2 R2 U B D' U2 L' B' U L2 R2 F';2026-05-26 16:48:00;12.22
131;12.27;;D2 B' D L2 D' F2 U B2 L2 B2 D' L2 D' L D B' R D2 R' F2;2026-05-26 16:49:18;12.27
132;14.09;;B' U2 R2 B' D2 F' R2 F' U2 B2 L2 U2 R' D' R2 B' U2 L U' B2 F';2026-05-26 16:49:43;14.09
133;16.54;;B L F2 D R2 U F2 D' R2 F2 U F2 D2 F2 R B2 R B' F2 L' D';2026-05-26 16:50:20;16.54
134;15.95;;D' R' F R U2 R B2 R U2 R2 U2 F2 D2 R B' L2 F2 U' L2 D2 L;2026-05-27 16:25:06;15.95
135;11.24;;F L U R2 U L2 D L2 R2 D2 L2 U2 F L B R B L2 B L2;2026-05-27 16:25:42;11.24
136;13.00;;B' R2 U2 F2 L2 F2 L D2 U2 F2 R' F2 U' B' R F' D' R D R';2026-05-27 16:26:05;13.00
137;17.06;;U R' U B2 D B' D2 B2 L' U' L2 D L2 U' L2 U' R2 F2 D2 R2 B2;2026-05-27 16:26:30;17.06
138;15.59;;B' R2 B' D2 F' D2 F D2 R2 U2 R2 F U F2 L F' U2 L' F R' B2;2026-05-27 16:27:05;15.59
139;15.01;;L2 B2 D R2 D' R2 U R2 B2 U B2 U2 L' F2 L2 D' B D2 F R U';2026-05-27 16:27:33;15.01
140;19.78;;U L' U F2 R2 U L2 D' B2 D2 R2 L' F L2 B' D' F2 R B;2026-05-27 16:28:01;19.78
141;13.02;;B2 F2 U B2 U' B2 U F2 D' L2 D2 B2 R B2 F' L2 U R D' L B';2026-05-27 16:28:35;13.02
142;14.30;;L' B2 U2 R B2 U2 L' F2 R F2 U2 F' D B2 U2 L D' L2 D2 F;2026-05-27 16:29:02;14.30
143;13.35;;B F2 R2 F2 D' L2 D F2 L2 U R2 U F' U' L' D2 R' B' U R2;2026-05-27 16:30:41;13.35
144;16.32;;D2 L2 F R2 D2 R2 B' R2 B' F' U L' B2 U F2 U2 R' B' U2;2026-05-27 16:31:07;16.32
145;13.05;;R2 B2 R2 F D2 R2 D2 B D2 B' R F L2 U R2 U R D U;2026-05-27 16:34:33;13.05
146;15.68;;U2 F' R D2 B' U2 L' U' F' R2 F R2 U2 B2 L2 F D2 L2;2026-05-27 16:35:00;15.68
147;10.41;;L2 B2 D' L2 F2 U R U' L2 F2 U2 F' U2 F L2 F2 R2 F' R2 D';2026-05-27 16:35:28;10.41
148;12.32;;R2 U F2 U R U2 B D' L F2 L B2 D2 L F2 R' B2 L';2026-05-27 16:35:58;12.32
149;14.39;;D' B2 U2 B2 R2 B2 R2 U R2 F2 D2 U' R' F' L U' B' F2 L2 F';2026-05-27 16:36:20;14.39
150;11.58;;L2 B2 L2 B' R2 D2 R2 F2 L2 B' D2 B L' B R' F D' L' B2 L2 U2;2026-05-27 16:36:47;11.58
151;15.20;;L2 B2 D B U B2 R' D F2 U2 R2 B' U2 F U2 B' R2 B D2 R2;2026-05-27 16:37:11;15.20
152;13.03;;D' L2 D' R2 D B2 U B2 F2 D F2 B' D' U R2 B2 U2 R' B' U;2026-05-27 16:37:38;13.03
153;11.37;;R2 F' L2 B R2 F' U2 F2 D2 U2 L2 F' R' B2 L' U L' D R' B2 D';2026-05-27 16:38:02;11.37
154;11.09;;U R' F D2 L2 B U2 F' D2 B R2 F R2 U L' F R2 U B2 R2;2026-05-27 16:38:32;11.09
155;14.83;;L D' B2 D U2 B2 L2 D' U2 F2 R2 U2 L D2 F L' F' D' F L;2026-05-27 16:39:00;14.83
156;17.81;;R' D' L' B R' F D R F2 B2 R' F2 R D2 R' D2 L B2 R2 B' L;2026-05-27 16:39:50;17.81
157;15.53;;U' R D U F2 U2 F2 L2 R2 D' B2 U' B2 U' B' L D2 B F2 R' F2;2026-05-27 16:40:24;15.53
158;13.37;;F' U2 B R2 F2 D2 B L2 D2 F' D F' D2 L F' D' B2 L' F;2026-05-27 16:40:49;13.37
159;9.83;;R' L2 D2 F2 R2 U F2 D' L2 D' U2 L2 R2 F' U R' U L' D U' R';2026-05-27 16:41:12;9.83
160;14.10;;B2 U R L2 F2 B L' B R2 F2 U' B2 D2 F2 D2 L2 B';2026-05-27 16:41:41;14.10
161;15.74;;L2 F U R' B' R2 B2 R2 L2 D R2 D' B2 R2 U' F2 D' L B2;2026-05-28 20:34:43;15.74
162;12.77;;L U2 R2 B D2 F2 R2 D2 B U2 B' L B R F2 D R U L2 B;2026-05-28 20:35:13;12.77
163;12.03;;U D2 F2 R U2 R2 D2 U2 R D2 B2 R2 U' L B F2 R2 B2 U' F2;2026-05-28 20:35:43;12.03
164;16.04;;R' B D F' R2 F2 D' F2 U2 B D2 L2 F R2 B R2 L2 B' L' F';2026-05-28 20:36:06;16.04
165;15.20;;R2 L' B' D' L U2 B D2 B2 D' F2 D R2 U' L2 U B2 L2 F2 B;2026-05-28 20:36:37;15.20
166;16.00;;R' F D2 U2 R2 D2 F R2 B2 L2 U2 F U R D2 B' F' L' F2 U;2026-05-28 20:37:05;16.00
167;12.06;;B2 U' R2 U2 L2 U L2 U' B2 L2 U2 R2 F' L' U' R D L' F U' L;2026-05-28 20:37:38;12.06
168;11.81;;B R D' L' U R F R L2 F2 R2 L2 U2 F2 D2 B' L2 F' R2;2026-05-28 20:38:11;11.81
169;14.49;;L' B' D2 F' R2 B' D2 R2 F L2 F2 L2 U' F2 R U' L U2 L' R;2026-05-28 20:38:35;14.49
170;18.13;;L' F D' F2 L B' U2 R' D2 B' U2 B' R2 F2 L2 U2 F2 L2 D;2026-05-28 20:39:02;18.13
171;19.39;;F2 U' L' R' U2 R' F2 R B2 F2 U2 L' U2 B2 F' L2 B' D' R' B L2;2026-05-28 20:39:38;19.39
172;14.81;;D2 B2 D' R2 D' L2 B2 U L2 U' R' F D2 F' D U2 B' R U F;2026-05-28 20:40:14;14.81
173;16.75;;U B U' R2 D F2 D' R2 D' U2 F2 U' B2 L R' F' D' L' R2;2026-05-28 20:40:45;16.75
174;15.56;;D2 R2 B2 D' L2 B2 L2 B2 D L2 U2 F D2 U' B L U F L' U';2026-05-28 20:41:18;15.56
175;10.97;;D B2 D' L2 U' B2 U' F2 U R2 F2 R B' D F2 R U L' F R2;2026-05-28 20:41:45;10.97
176;18.48;;D' B2 U2 F' L2 U' R F L2 B2 U2 F2 B2 U R2 U' F2 D L2 F;2026-05-28 20:42:12;18.48
177;10.74;;L' U R2 F2 U F R2 B2 L' R2 D R2 U' F2 R2 U' L2 D' L2 B2 U';2026-05-28 20:42:43;10.74
178;13.11;;B' L' R2 B' F' D2 B L2 D2 U2 B L2 R2 U' F U L' U F' L2;2026-05-28 20:43:11;13.11
179;14.60;;B U2 F L' D B' R' L2 U R2 U2 B2 D2 F2 U' B2 D' B2 U F R2;2026-05-28 20:43:57;14.60
180;16.88;;F R' U D2 R F2 L R2 F U2 F2 B U2 R2 D2 R2 F' U2 D' F';2026-05-28 20:44:31;16.88
181;16.14;;B R2 B R L' F' L U' R2 F R2 U2 B' U2 B L2 B2 D2 B' R U;2026-05-28 20:44:59;16.14
182;16.69;;F2 R2 F R2 U2 R2 U' B' L F2 L2 U' R2 U2 L2 U D F2 R2 F2;2026-05-28 20:45:28;16.69
183;15.69;;B U R2 F2 L2 D2 L2 U' R2 B2 U R' U L B' F D' U2 F2 U;2026-05-28 20:45:59;15.69
184;13.10;;D R2 L2 F2 U' R D' B' R' U L2 U R2 F2 D' F2 L2 D2 L2;2026-05-28 20:46:44;13.10
185;14.02;;R2 D' F' L D' L B R2 U2 F2 U2 D L2 U' L2 F2 D2 B2 D L' F';2026-05-28 20:47:19;14.02
186;11.60;;U L2 F2 D2 L D2 R B2 R' U2 F2 D2 U2 F R' D' U F L2 R U;2026-05-28 20:47:46;11.60
187;16.12;;U' F D2 F' L2 B U2 F' U2 L2 B D' U F D B F' L B;2026-05-28 20:48:11;16.12
188;16.55;;U R2 U L2 F2 U F2 D' F2 U R' B' U F' L' D' R' B' L';2026-05-28 20:48:38;16.55
189;12.80;;F D' B2 L2 U2 B2 D L2 R2 D' L2 U R F D' L2 U' R' B2 F2 R2;2026-05-28 20:49:08;12.80
190;10.97;;F R2 D R2 D B2 R2 F2 D2 B2 R2 F2 L U2 F R2 U' B2 R B2 D;2026-05-28 20:49:33;10.97
191;14.60;;B2 U2 L2 F' R2 B D2 L2 F' D2 U R2 U2 F' D' L' F D2 B2;2026-05-28 20:49:56;14.60
192;15.07;;F D2 R' F2 D2 L' B2 F2 R D2 L' D2 F' D2 F D R' B2 D B';2026-05-28 20:50:23;15.07
193;13.16;;B U' B2 R2 B2 D U2 F2 D' R2 D' U' B' U B L F L' B F2 U2;2026-05-28 20:50:51;13.16
194;12.73;;B R' F2 R2 D B2 D R2 U L2 R2 D L U2 F L' F L' R2;2026-05-28 20:51:20;12.73
195;13.44;;B' F2 L2 D' L2 U2 R2 D' L2 D' R2 B2 U' R' B L R2 D' L2 U L2;2026-05-28 20:51:56;13.44
196;17.92;;B2 D' B2 L2 D' B2 L2 B2 D2 U' R2 F' L2 R U2 F D U' L' F D;2026-05-28 20:52:37;17.92
197;15.95;;L F' L2 U R2 B2 D2 F2 U2 R2 D' F2 U' F2 R' B L2 B2 L2 D R;2026-05-28 20:53:06;15.95
198;16.82;;U2 F U B' L B' R U2 F2 U2 B2 D2 R2 F L2 U2 R2 F2 U' R';2026-05-28 20:53:42;16.82
199;13.69;;B L2 R2 F R2 U2 L2 F' D2 F2 U2 L' D2 U B2 L B' R F R2;2026-06-03 11:56:02;13.69
200;11.70;;L' U' L D2 R F2 U2 L F2 R' D2 B2 U L2 F U2 B L2 U';2026-06-03 11:57:06;11.70
201;15.37;;F2 B2 D' R' L D F U B F2 D' B2 D2 R2 D' R2 D' B2 R2;2026-06-03 11:57:32;15.37
202;13.66;;U L2 D' B2 D R2 B2 L2 U' B2 D F' L2 R' F' U' L2 F D B L';2026-06-03 11:58:07;13.66
